"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"Triple Counter","GRAVITY","837","6","3094","114","964","1941","59","16","3094","3092","3090","3083","3032","2891","2448","1924","1138","417","130","9795045","189281","9724524","9498632","9472296","9636854","9827515","9877538","9935695","9373327","9563215","9704642","9804891","9855671","9894338","9926921","9950762","9963204","9977176","9986495"
"DIABLOSIS::Nāga","NOVICE","838","1","264","20","49","18","60","117","263","262","258","257","253","242","226","217","202","190","169","9847691","541829","9698464","9686996","9718080","9861095","9915947","9983148","9991897","9714452","9855117","9941430","9972554","9442858","9978528","9998577","10000000","10000000","0","9998767"
"DIABLOSIS::Nāga","ADVANCED","838","2","1228","74","351","582","95","126","1222","1217","1155","1116","1070","1005","867","748","535","357","232","9658908","708577","8952102","8849462","9452752","9659816","9823223","9929960","9918884","9277294","9585165","9753779","9875138","9827375","9902483","9975647","9929627","9997654","10000000","9810911"
"DIABLOSIS::Nāga","EXHAUST","838","3","4170","139","1069","2700","159","103","4165","4164","4141","4113","3955","3725","3231","2612","1718","854","397","9773117","370855","9472059","9163245","9447743","9664619","9853229","9892012","9950567","9391465","9626501","9743464","9846927","9871701","9918059","9937983","9961482","9972930","9983803","9984917"
"DIABLOSIS::Nāga","GRAVITY","838","6","3524","306","1696","1510","9","3","3516","3512","3485","3434","3238","2746","1819","1130","411","94","19","9636019","401599","9472447","6093549","9087033","9405352","9677332","9743086","9875747","8661298","9291044","9517715","9619597","9725815","9791749","9858080","9895949","9923141","9935272","9953310"
"イブの時代っ！","NOVICE","839","1","79","0","4","3","8","64","79","79","79","79","79","79","78","77","73","71","66","9980859","57525","9994400","0","9959677","9975358","9984421","10000000","10000000","9958616","9967238","9965838","9993279","10000000","10000000","10000000","10000000","10000000","0","10000000"
"イブの時代っ！","ADVANCED","839","2","162","1","57","18","32","54","162","162","156","154","138","124","114","110","99","87","76","9740024","386362","9700374","9713899","9459604","9682962","9777728","10000000","9950843","9652240","9527971","9652837","9851815","9920238","9774835","9977869","10000000","9996879","0","10000000"
"イブの時代っ！","EXHAUST","839","3","2400","62","511","1126","298","403","2397","2395","2371","2342","2256","2165","2026","1899","1595","1161","760","9834589","333137","9290230","9315801","9640344","9810765","9910447","9906041","9973492","9542170","9805341","9859802","9915942","9948049","9924726","9969718","9980643","9994642","9988682","9989004"
"ZEPHYRANTHES","NOVICE","840","1","91","0","32","4","18","37","91","91","91","89","88","84","78","64","57","50","43","9862020","221251","9842135","9728464","9734706","9863363","9865481","9917977","9963884","9822877","9820735","9913323","9896067","9766452","9929520","9963082","10000000","9845506","0","10000000"
"ZEPHYRANTHES","ADVANCED","840","2","290","76","98","15","58","43","289","289","281","270","236","196","156","139","123","99","84","9617190","606614","9443832","9438541","9532797","9554878","9761044","9781144","9966425","9517427","9611787","9502807","9741544","9754514","9790258","9975693","10000000","10000000","0","10000000"
"ZEPHYRANTHES","EXHAUST","840","3","3447","954","469","629","1050","345","3384","3382","3358","3334","3276","3218","3084","2919","2403","1699","896","9724174","1195751","9317958","9534341","9768608","9752192","9739270","9678295","9738698","9583506","9769175","9796903","9717068","9757678","9742991","9747600","9729419","9218889","9912310","9682844"
"ZEPHYRANTHES","GRAVITY","840","6","3333","276","485","1480","830","262","3323","3323","3319","3313","3268","3181","2944","2671","2172","1374","814","9854096","404838","9762257","8906231","9499367","9775649","9911711","9937526","9950896","9425480","9738973","9848028","9880742","9936813","9952448","9956532","9989288","9993719","9801479","9998004"
"Sephirot","NOVICE","841","1","69","0","3","0","2","64","69","69","68","68","68","67","67","67","67","67","66","9968289","197010","10000000","0","10000000","9892208","9976201","10000000","10000000","9996485","10000000","10000000","9998242","10000000","9787346","10000000","10000000","10000000","0","10000000"
"Sephirot","ADVANCED","841","2","105","1","44","10","14","36","105","105","103","94","82","74","64","63","61","57","54","9672099","450666","9541946","9288590","9644639","9522161","9792798","9653244","10000000","9561188","9442689","9687267","9993164","9738255","9720917","9919463","10000000","10000000","0","10000000"
"Sephirot","EXHAUST","841","3","3149","906","312","330","1305","296","3074","3069","3044","3006","2950","2898","2791","2623","2126","1495","810","9654720","1408218","9129110","9396182","9665852","9703868","9738569","9602063","9642432","9537361","9611495","9742834","9671607","9737282","9594026","9824641","9447599","9187547","9971843","9294316"
"Sephirot","GRAVITY","841","6","2942","176","454","1269","910","133","2934","2934","2925","2898","2829","2732","2524","2278","1757","914","462","9815955","540123","9667944","9107827","9449008","9715743","9878380","9886871","9926505","9245375","9654373","9806966","9837125","9888614","9936637","9941657","9878180","9983633","9989900","9994984"
"StrayedCatz","NOVICE","842","1","87","0","6","1","10","70","87","87","87","87","87","85","85","81","79","76","75","9968736","95669","9961528","9721723","9979802","9929309","9990026","10000000","9982047","9947085","9886894","9983970","9975065","10000000","10000000","9987759","10000000","10000000","0","10000000"
"StrayedCatz","ADVANCED","842","2","176","0","93","12","24","47","176","176","169","159","148","129","116","102","88","78","68","9690189","404010","9448775","9419822","9503659","9631382","9866091","9777282","9873903","9531117","9596072","9770477","9882194","9961952","9770919","9858714","10000000","10000000","9905345","9984224"
"StrayedCatz","EXHAUST","842","3","3835","595","796","928","1381","135","3797","3793","3778","3757","3676","3530","3271","2865","1960","1043","408","9750130","876926","9323470","9369451","9651917","9751583","9791193","9748293","9815467","9545231","9759520","9784509","9704951","9830466","9819166","9851879","9726814","9328791","9975023","9873951"
"StrayedCatz","GRAVITY","842","6","3327","207","823","1861","389","47","3296","3291","3275","3227","3047","2796","2280","1741","1018","423","181","9672078","670502","9594166","9015629","9161359","9415822","9748249","9838832","9933598","8943468","9320433","9549312","9698678","9808265","9878882","9927862","9947363","9948717","9979436","9988967"
"Grand Chariot","NOVICE","843","1","73","0","19","3","5","46","73","73","73","73","72","70","66","61","56","53","52","9921282","156661","9821664","9692866","9924042","9918758","9956484","9953765","10000000","9862670","9912483","9926144","9996037","9962021","9979451","10000000","9709379","10000000","0","10000000"
"Grand Chariot","ADVANCED","843","2","248","2","152","23","33","38","248","248","247","245","214","183","133","109","82","76","62","9678667","307682","9611674","9290277","9698782","9727928","9703577","9778939","9963826","9612028","9692039","9654787","9762243","9703075","9728960","9903983","10000000","10000000","0","10000000"
"Grand Chariot","EXHAUST","843","3","4151","551","725","1621","1073","181","4132","4132","4130","4126","4080","3970","3642","3208","2442","1365","660","9820316","661784","9553309","9596822","9720573","9813331","9827379","9864243","9898524","9668585","9795709","9858529","9829461","9858252","9864167","9903639","9970494","9812406","9986676","9715560"
"Grand Chariot","GRAVITY","843","6","3354","268","652","1949","416","69","3333","3323","3294","3237","3103","2918","2559","2121","1543","782","342","9729042","563419","9606633","8946366","9154699","9500300","9844344","9879306","9957915","9002034","9384278","9688002","9783786","9890915","9920098","9956627","9967219","9974362","9987218","9995216"
"Angelic Jelly","NOVICE","844","1","91","0","35","4","6","46","91","91","90","90","85","80","68","63","55","53","49","9825022","287828","9848410","9617970","9690781","9790953","9929167","9760391","9932763","9753633","9787004","9924613","9845151","9974022","9819173","9932763","10000000","10000000","0","10000000"
"Angelic Jelly","ADVANCED","844","2","423","26","238","64","36","59","423","423","407","374","286","237","180","159","125","105","80","9522650","433761","9317304","9354988","9467410","9517955","9578973","9700477","9809623","9437760","9388097","9582268","9628784","9631514","9646037","9788068","10000000","10000000","9162956","10000000"
"Angelic Jelly","EXHAUST","844","3","4357","481","683","1181","1704","308","4352","4351","4349","4346","4312","4222","3966","3649","2958","1985","1073","9881439","322911","9495150","9584255","9732719","9865772","9928566","9936742","9967465","9669675","9848384","9910166","9939537","9952077","9951211","9967556","9833758","9988052","9993128","9917594"
"Angelic Jelly","GRAVITY","844","6","3357","199","1243","1766","109","40","3339","3334","3322","3286","3119","2811","2209","1610","949","391","156","9695789","416859","9513871","9072281","9268778","9473454","9753358","9840518","9924353","9116464","9335914","9587470","9740167","9794067","9853810","9910793","9947273","9963005","9976816","9988450"
"FLügeL《Λrp:ΣggyØ》","NOVICE","845","1","272","26","68","37","83","58","270","269","264","256","247","235","214","204","172","133","88","9755046","666839","9742530","9276112","9780329","9750568","9894208","9234475","9763115","9676525","9662549","9889109","9809252","9936605","9529373","9786723","9661848","9997323","0","10000000"
"FLügeL《Λrp:ΣggyØ》","ADVANCED","845","2","1541","89","617","606","138","91","1536","1535","1508","1476","1402","1307","1063","825","491","286","152","9702951","473433","9227327","9220283","9532240","9716094","9807687","9857867","9958070","9459109","9707462","9755924","9815710","9829626","9876195","9879566","9989590","9884339","9941707","9975259"
"FLügeL《Λrp:ΣggyØ》","EXHAUST","845","3","4114","245","1597","2075","183","14","4108","4108","4060","3975","3606","3130","2314","1550","802","291","102","9642078","378109","9466731","8902362","9121852","9476114","9730221","9789960","9915130","9085181","9397977","9592440","9708019","9769071","9831564","9904524","9933294","9949947","9960793","9978424"
"FLügeL《Λrp:ΣggyØ》","GRAVITY","845","6","3155","911","1460","770","12","2","3113","3111","2965","2707","2180","1413","750","393","140","38","7","9345487","701035","9462360","7910737","8639907","8837630","9358287","9520677","9757240","7810016","8593745","9021015","9298668","9429659","9553421","9729751","9810734","9833667","9885427","9932406"
"Halcyon","NOVICE","846","1","151","4","84","3","9","51","151","150","145","144","130","116","98","77","64","60","55","9680582","438181","9750000","9758287","9489607","9652169","9844397","9868784","9799724","9539389","9613525","9789567","9770474","9869771","9908494","9773826","9636280","10000000","10000000","10000000"
"Halcyon","ADVANCED","846","2","507","31","329","59","51","37","507","502","487","460","404","338","239","192","134","87","53","9559899","480138","9475282","9459639","9572067","9540507","9637936","9579647","9963620","9489885","9525065","9604162","9651006","9733302","9649663","9960022","10000000","10000000","10000000","10000000"
"Halcyon","EXHAUST","846","3","4157","229","1212","2439","256","21","4147","4143","4099","4025","3770","3369","2825","2135","1327","495","148","9699612","376515","9531825","8970429","9237383","9536494","9808034","9852745","9938309","9189825","9462169","9681027","9788201","9853562","9884344","9930976","9945477","9960045","9973045","9989334"
"０=Xerostrumental=","NOVICE","847","1","58","0","0","0","10","48","58","58","58","58","58","58","58","58","58","58","55","9996855","7516","9988391","0","9990050","9995535","9999564","10000000","10000000","9990602","9998342","9997236","9998815","10000000","10000000","10000000","10000000","10000000","0","10000000"
