"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"LittleGameStar","NOVICE","345","1","96","0","11","4","20","61","96","96","93","93","92","90","88","87","84","78","73","9912012","268617","9958471","9696844","9986503","9965903","9923971","10000000","9750830","9912151","9973237","10000000","9914678","9998813","10000000","9874660","9050387","9626246","10000000","10000000"
"LittleGameStar","ADVANCED","345","2","191","3","88","17","40","43","190","190","184","177","160","151","126","119","113","88","63","9691589","628088","9699468","9483688","9872340","9662161","9840106","9608983","9549787","9695087","9641586","9733462","9794079","9786383","9554893","9534574","10000000","10000000","10000000","9997872"
"LittleGameStar","EXHAUST","345","3","3515","450","751","1327","708","279","3502","3491","3467","3420","3288","3151","2958","2774","2238","1495","741","9807177","475167","9499591","9241030","9587318","9730943","9880079","9917189","9960517","9480500","9666306","9824780","9900377","9881806","9898076","9960139","9961053","9983603","9979655","9990588"
"LittleGameStar","GRAVITY","345","6","2572","49","551","1564","270","138","2571","2571","2564","2554","2511","2398","2213","1974","1528","861","424","9846440","208483","9789776","9189946","9452004","9726873","9886420","9919758","9964021","9405585","9660975","9795181","9868975","9908358","9921248","9958374","9975116","9981139","9986388","9993879"
"Verse IV","NOVICE","346","1","111","2","19","3","40","47","111","109","109","107","101","100","98","97","87","77","65","9844582","432534","9921787","0","9825096","9826521","9897424","9762170","9966081","9793781","9971601","9611382","9787360","9978584","9925225","9898581","10000000","10000000","0","10000000"
"Verse IV","ADVANCED","346","2","960","0","534","153","221","52","960","960","956","933","851","716","578","467","289","170","90","9687040","296732","9593783","9390015","9578031","9651765","9766937","9767910","9842401","9558889","9599724","9717052","9716551","9780219","9740930","9850857","9873082","9799651","9873358","9961373"
"Verse IV","EXHAUST","346","3","4212","169","1219","2300","499","25","4211","4211","4166","4096","3731","3247","2417","1687","905","312","90","9659936","321103","9499147","8887105","9239597","9493916","9750093","9815478","9916625","9180522","9424581","9609979","9729777","9788045","9837871","9913789","9933280","9948934","9961506","9973889"
"Verse IV","HEAVENLY","346","7","2872","549","1497","791","34","1","2872","2872","2808","2688","2311","1694","986","565","235","77","24","9525046","310919","9330583","0","9081288","9156057","9514279","9632025","9804157","8554168","8953564","9260709","9433608","9566471","9668259","9781141","9832354","9896839","9922567","9959103"
"轟け！恋のビーンボール！！","NOVICE","347","1","140","1","56","4","19","60","139","139","137","133","122","114","97","92","88","79","70","9713772","735847","9834757","9667266","9906137","9652620","9517938","9886947","9849197","9765642","9714478","9714185","9811151","9677008","9400979","9790767","10000000","10000000","0","10000000"
"轟け！恋のビーンボール！！","ADVANCED","347","2","1013","243","545","103","74","48","1012","1010","944","805","622","491","375","300","194","129","75","9418788","479744","9309090","9405204","9480923","9361326","9442773","9483215","9485917","9373002","9349666","9412767","9455291","9536313","9461868","9450433","9272880","9757125","9188352","9610285"
"轟け！恋のビーンボール！！","EXHAUST","347","3","4393","145","944","2541","486","277","4392","4392","4380","4355","4243","4027","3521","2950","2136","1170","636","9812503","221197","9407151","9262331","9567843","9749478","9889418","9909384","9962753","9508977","9706496","9817352","9873254","9909873","9936099","9961648","9973076","9976076","9992332","9996863"
"デッドボヲルdeホームラン","NOVICE","348","1","84","0","3","0","14","67","84","84","83","83","83","83","83","83","81","80","73","9971709","190507","9980392","10000000","9991597","9985467","9998977","9960784","9997386","9987616","9829946","10000000","9988235","9982353","10000000","9997861","10000000","10000000","0","10000000"
"デッドボヲルdeホームラン","ADVANCED","348","2","212","4","107","15","33","53","212","212","197","182","164","151","126","116","99","92","72","9624609","480038","9496263","9799501","9626671","9521218","9783889","9740815","9605523","9546330","9527664","9642220","9750934","9815535","9700642","9592973","10000000","10000000","9364881","9882939"
"デッドボヲルdeホームラン","EXHAUST","348","3","3732","910","824","1299","513","186","3718","3717","3711","3689","3623","3528","3191","2684","1584","799","393","9801517","507062","9618068","9347705","9642916","9764907","9839325","9863769","9887606","9588595","9734286","9816669","9822661","9852063","9838155","9875509","9918572","9953138","9951438","9954479"
"Squeeze","NOVICE","349","1","92","1","25","3","18","45","92","92","91","90","88","81","74","70","67","60","56","9844182","325138","9499036","9980732","9894990","9832720","9924185","9724470","9911368","9753707","9827553","9812988","9986512","9813102","9828998","9935453","10000000","10000000","0","10000000"
"Squeeze","ADVANCED","349","2","545","200","212","48","41","44","516","509","416","335","261","227","187","170","129","99","69","9026608","1228618","9298054","8751614","9037295","8865454","9076909","8786309","9430455","9037470","8949424","8791023","9224376","8863209","9054428","9431760","9257892","9431339","9082103","9920434"
"Squeeze","EXHAUST","349","3","3115","40","858","1810","263","144","3115","3115","3083","3038","2884","2696","2413","2097","1475","777","376","9776922","285466","9367763","9319076","9546344","9715363","9839771","9859674","9909150","9440543","9680281","9790338","9839420","9855508","9884415","9905333","9927854","9897253","9949296","9961472"
"Engraved Mark","NOVICE","350","1","165","1","73","3","26","62","165","165","163","156","148","141","126","111","95","85","73","9786897","344865","9797283","9772887","9744255","9702816","9863179","9802112","9830444","9789738","9612676","9755221","9892018","9806841","9822343","9962868","10000000","10000000","0","10000000"
"Engraved Mark","ADVANCED","350","2","764","22","560","71","65","46","764","764","733","676","561","451","315","247","160","112","80","9524529","401933","9500382","9397742","9505174","9484219","9509736","9600105","9666244","9477631","9481989","9450566","9512656","9585472","9576733","9665792","9778374","9736594","9971777","9829996"
"Engraved Mark","EXHAUST","350","3","4281","312","1052","2196","528","193","4279","4277","4264","4228","4034","3662","3037","2491","1670","917","441","9756447","293249","9441583","9395817","9581619","9695604","9820162","9821617","9901982","9515073","9657983","9757496","9818000","9831581","9858082","9911869","9896835","9890164","9944906","9933638"
"EOS -INFINITE EDIT-","NOVICE","352","1","103","1","11","0","10","81","103","103","101","101","101","101","99","98","94","90","89","9939585","302226","9966499","9179229","9966499","9995812","9971120","9994416","9834018","9878404","9975712","9975433","9966499","10000000","9798995","9998477","10000000","10000000","0","10000000"
"EOS -INFINITE EDIT-","ADVANCED","352","2","484","139","164","29","87","65","479","478","438","375","303","253","221","211","177","142","112","9424939","719887","9307651","9317362","9293296","9390223","9388194","9605036","9668304","9266691","9297034","9526393","9456109","9045305","9630782","9713549","9631449","9560372","9582309","10000000"
"EOS -INFINITE EDIT-","EXHAUST","352","3","3360","606","317","341","1533","563","3340","3340","3330","3315","3261","3231","3145","3044","2657","2037","1263","9878843","533861","9651260","9584429","9740007","9833699","9921001","9927247","9950417","9632506","9812887","9886541","9940425","9886966","9944150","9947740","9971206","9986101","9986271","9993155"
"EOS -INFINITE EDIT-","GRAVITY","352","6","2192","9","274","1152","553","204","2191","2190","2187","2184","2170","2134","2069","1978","1667","1111","577","9905856","206427","9613778","9489446","9717670","9872480","9942010","9953966","9960139","9654239","9844290","9902027","9929570","9953366","9961111","9952335","9979696","9989302","9994605","9993399"
"ウバワレ","NOVICE","353","1","96","1","8","4","19","64","96","96","94","94","93","93","91","90","87","83","75","9931982","277421","9979604","9903845","9954420","9988830","9995059","10000000","9794917","9925174","9996254","9884724","9996027","10000000","9945804","9842657","10000000","10000000","0","10000000"
"ウバワレ","ADVANCED","353","2","255","3","125","32","43","52","255","254","248","222","208","185","164","149","125","96","71","9668436","431665","9682291","9592737","9658564","9572530","9780531","9582610","9831308","9583843","9611216","9596094","9755787","9726851","9631032","9929729","10000000","10000000","0","9998553"
"ウバワレ","EXHAUST","353","3","4199","309","827","1731","883","449","4187","4187","4163","4129","4001","3885","3657","3338","2613","1721","998","9839390","327173","9467420","9277383","9622816","9797242","9896353","9941453","9965301","9532536","9755340","9855055","9922471","9919755","9935018","9960243","9952205","9971219","9979152","9973008"
"ウバワレ","GRAVITY","353","6","3341","67","830","2029","341","74","3338","3338","3330","3307","3156","2928","2521","2021","1438","709","312","9775779","252580","9515339","9069669","9347984","9606710","9821707","9892609","9955961","9254137","9507254","9710332","9780415","9871836","9913646","9950367","9964286","9977240","9971253","9992076"
"Future MUSiC","NOVICE","354","1","172","2","11","4","26","129","170","170","170","170","170","170","168","167","160","153","144","9916622","621894","9976464","9905858","9979777","9986634","9993026","8669223","9976838","9980574","9994367","9974355","9993462","10000000","9423192","9980200","10000000","10000000","0","9996513"
"Future MUSiC","ADVANCED","354","2","339","94","52","15","103","75","338","338","338","328","305","270","238","225","192","157","116","9757292","449144","9820027","9766958","9607532","9711294","9767397","9865597","9901925","9677749","9698970","9760696","9750701","9825860","9886401","9741479","9972806","9843485","9682741","9989122"
"Future MUSiC","EXHAUST","354","3","1712","28","303","250","721","410","1710","1710","1701","1674","1645","1578","1509","1455","1301","1071","773","9873381","323605","9666497","9564902","9768397","9775783","9933702","9958726","9967104","9709608","9765994","9835211","9914557","9949596","9958706","9966069","9978159","9946203","9992045","9993425"
"IX","NOVICE","355","1","205","0","97","2","48","58","205","205","205","203","199","193","162","145","117","92","76","9845611","205386","9853197","9781977","9906007","9767441","9847648","9860707","9910022","9851508","9729969","9841529","9892442","9815891","9903761","9880417","9803779","9946705","0","9973837"
"IX","ADVANCED","355","2","1345","189","735","185","160","76","1343","1340","1306","1219","1001","806","590","505","358","264","162","9547254","438101","9536829","9434288","9588556","9523791","9563123","9530502","9599505","9532259","9568336","9522982","9504649","9560739","9594307","9526261","9633968","9823859","9492093","9931678"
"IX","EXHAUST","355","3","4117","186","998","2591","258","84","4116","4115","4093","4037","3879","3532","3067","2548","1727","860","355","9767495","268656","9547325","9036095","9414326","9651592","9846581","9894575","9943005","9350435","9590032","9744843","9838355","9883703","9918679","9946436","9904385","9961475","9983634","9995442"
"snow motion","NOVICE","356","1","84","0","10","1","11","62","84","84","84","84","84","84","84","81","78","76","70","9983087","47275","9990842","10000000","9994393","9954773","9991809","10000000","9998256","9988226","9950549","9964940","9985871","10000000","10000000","9997645","10000000","10000000","0","10000000"
"snow motion","ADVANCED","356","2","225","63","52","9","30","71","225","225","219","209","182","156","135","124","111","106","96","9681206","394013","9361181","9715231","9648060","9576883","9798338","9834989","9959897","9586754","9522481","9643458","9676399","9779249","9856291","9891142","10000000","9815515","0","10000000"
"snow motion","EXHAUST","356","3","1821","68","417","461","529","346","1817","1816","1807","1763","1676","1593","1490","1406","1193","933","673","9808836","513001","9558371","9475330","9587281","9773089","9869374","9816618","9931142","9560258","9731119","9809477","9873131","9872897","9912107","9925932","9907716","9942214","9956583","9989570"
"コンベア速度Max!? しゃいにん☆廻転ズシ\"Sushi&Peace\"","NOVICE","357","1","136","0","36","7","33","60","136","136","133","133","128","120","105","102","94","83","75","9839811","279073","9790277","9816602","9854569","9772142","9859349","9901866","9927606","9799710","9693533","9803439","9885778","9892067","9911642","9928142","9927606","10000000","0","9972651"
"コンベア速度Max!? しゃいにん☆廻転ズシ\"Sushi&Peace\"","ADVANCED","357","2","1245","65","782","177","157","64","1244","1244","1230","1192","1053","908","691","572","372","228","120","9653477","369235","9588247","9470667","9576847","9628760","9696521","9728508","9712530","9559567","9605144","9634924","9677771","9735555","9651725","9765213","9752142","9862007","9790538","9949290"
"コンベア速度Max!? しゃいにん☆廻転ズシ\"Sushi&Peace\"","EXHAUST","357","3","4024","195","832","2392","479","126","4023","4018","3990","3951","3816","3522","3123","2588","1717","844","391","9776177","307277","9380680","9227523","9513707","9691239","9848956","9879685","9948604","9404016","9659924","9763172","9826677","9877344","9903575","9943102","9965018","9977484","9974599","9989665"
"絢爛創世絵巻物","NOVICE","358","1","88","0","9","0","8","71","88","88","88","88","88","88","84","84","84","82","79","9979788","74795","9996706","9930830","9920949","9949430","10000000","10000000","9998902","9961298","9916008","10000000","10000000","10000000","10000000","9999102","10000000","10000000","0","10000000"
"絢爛創世絵巻物","ADVANCED","358","2","215","81","38","8","53","35","208","208","187","170","139","122","112","107","87","72","46","9332584","1236668","9199504","9620286","9552974","9038620","9418095","9708178","9611896","9283925","9480734","8939249","8942015","9708798","9679166","9632542","9359768","9987608","0","9982652"
"絢爛創世絵巻物","EXHAUST","358","3","2805","835","340","586","860","184","2787","2783","2754","2730","2684","2615","2448","2151","1299","579","286","9777999","659802","9448281","9265584","9613998","9749231","9813109","9757557","9882347","9515549","9733177","9762027","9845203","9815952","9811735","9869055","9911572","9964190","9971271","9683975"
"WAVE","NOVICE","359","1","107","0","24","0","15","68","107","107","107","107","103","97","92","89","86","82","78","9904071","208721","9990147","9816092","9888889","9835101","9959291","9827586","9917624","9898990","9909091","9784893","9985951","9882184","9928736","9928879","10000000","10000000","0","10000000"
"WAVE","ADVANCED","359","2","584","7","410","42","77","48","584","583","575","541","464","350","258","204","145","98","70","9577424","365553","9375802","9451604","9646701","9533567","9589279","9641446","9738888","9536381","9499165","9548738","9565116","9630279","9682413","9707115","9717948","9725925","9487654","9973251"
"WAVE","EXHAUST","359","3","2889","63","744","1478","417","187","2889","2889","2874","2835","2732","2565","2284","2025","1433","941","513","9803959","249042","9520012","9370084","9631205","9746540","9857633","9875599","9921057","9527858","9719955","9804879","9831716","9883769","9894535","9913094","9947302","9987182","9982062","9981000"
"命のユースティティア","NOVICE","360","1","116","1","35","2","12","66","116","116","112","109","103","100","85","81","80","76","72","9791294","385046","9953241","9699774","9681151","9743228","9852437","9562076","9743792","9748683","9841986","9781212","9858540","9789315","9869074","9825056","9349134","10000000","0","9988713"
"命のユースティティア","ADVANCED","360","2","413","2","271","27","70","43","412","412","399","350","284","214","162","142","109","83","61","9477088","567906","9333152","9227303","9383333","9466009","9421579","9578000","9723438","9353017","9460000","9547575","9446635","9248387","9672173","9633259","9725000","9715625","9566667","9975893"
"命のユースティティア","EXHAUST","360","3","2827","341","581","438","977","490","2817","2814","2786","2714","2567","2428","2252","2089","1760","1317","921","9772968","633379","9441257","9465331","9676506","9744073","9807650","9813848","9860439","9553726","9708781","9769543","9806493","9854049","9878538","9756914","9946140","9954060","9975191","9980340"
"茅蜩モラトリアム","NOVICE","361","1","83","0","19","2","13","49","83","83","83","80","77","76","73","71","66","64","59","9885743","269081","9955712","9780074","9927464","9862527","9940172","9994038","9684203","9903338","9855922","9907501","9875463","10000000","9969793","9870164","9231584","10000000","0","10000000"
"茅蜩モラトリアム","ADVANCED","361","2","299","0","175","21","47","56","299","299","297","284","247","214","175","158","129","103","87","9687598","342758","9701506","9467241","9677741","9646429","9718639","9757250","9862952","9616511","9673527","9670760","9648619","9864715","9717596","9903249","9787425","9538423","0","9936128"
"茅蜩モラトリアム","EXHAUST","361","3","3462","241","624","1851","457","289","3455","3451","3439","3415","3339","3172","2896","2657","2110","1354","796","9830254","355095","9535521","9449160","9619926","9784308","9877007","9900538","9945956","9545530","9759462","9850186","9875399","9896074","9907545","9946999","9952591","9960074","9985426","9970416"
"きょうもハレバレ","NOVICE","362","1","92","0","8","0","13","71","92","92","91","91","91","91","87","86","83","82","78","9951313","200672","9982993","9841270","9947917","9964451","9996618","9479167","10000000","9931753","10000000","9998760","9995040","9927249","9804894","9997024","10000000","10000000","0","10000000"
"きょうもハレバレ","ADVANCED","362","2","285","4","170","5","53","53","285","281","258","225","184","152","124","115","102","88","65","9447683","587224","9568593","9401628","9152082","9371288","9498904","9491057","9790660","9333533","9397508","9308770","9333473","9519759","9709460","9759595","9839319","10000000","9593572","9920335"
"きょうもハレバレ","EXHAUST","362","3","1931","39","526","221","760","385","1925","1924","1861","1765","1649","1549","1443","1366","1158","862","631","9716710","628389","9359851","9506197","9595818","9627046","9754782","9673812","9899011","9515005","9654233","9637989","9713399","9818171","9771625","9889706","9892296","9975662","9985488","9968919"
"君と僕とその空白と","NOVICE","363","1","76","0","12","1","8","55","76","76","76","76","75","74","72","68","68","65","61","9952620","143538","9979136","10000000","9960726","9851620","9987113","10000000","9998159","9977090","9796269","9908566","9975454","10000000","10000000","9995909","10000000","10000000","0","10000000"
"君と僕とその空白と","ADVANCED","363","2","179","9","90","11","21","48","178","177","170","169","147","128","103","93","84","73","64","9613977","744834","9542368","9662140","9734238","9379135","9681215","9827490","9809809","9598267","9345780","9527576","9626154","9761926","9735424","9904148","10000000","9852085","9704170","10000000"
"君と僕とその空白と","EXHAUST","363","3","1939","46","612","504","385","392","1939","1938","1919","1873","1743","1648","1495","1408","1188","948","667","9796690","321925","9624980","9644676","9698910","9718951","9831009","9810525","9911855","9633842","9691351","9780187","9816499","9860292","9834125","9904917","9908460","9920657","9987887","9954769"
"Fiat Lux","NOVICE","364","1","129","0","40","3","33","53","129","129","129","128","123","122","117","111","103","93","72","9907028","197421","9924284","9812775","9949260","9830797","9922197","9990822","9907174","9903634","9780383","9945209","9954253","9880506","9919810","9905011","9962830","9983480","0","9989773"
"Fiat Lux","ADVANCED","364","2","771","160","331","89","138","53","769","764","747","696","574","476","406","360","257","184","109","9565652","522220","9362760","9419241","9472802","9524927","9635346","9742609","9751045","9471959","9441246","9562641","9592095","9660849","9699371","9685680","9480836","9500000","9724931","9881823"
"Fiat Lux","EXHAUST","364","3","4106","223","1026","2551","285","21","4095","4093","4080","4025","3852","3505","2993","2272","1331","505","153","9732964","382993","9245299","9093267","9324287","9604903","9819191","9822777","9934973","9293401","9524916","9699734","9805890","9850290","9872927","9926131","9950129","9964533","9976831","9989298"
"ゴーイング マイ ウェイ！","NOVICE","365","1","4","0","1","0","1","2","4","4","4","4","4","4","3","3","3","3","3","9893533","179882","0","0","0","9860673","0","0","0","9992113","0","9860673","0","0","0","0","0","0","0","0"
"ゴーイング マイ ウェイ！","ADVANCED","365","2","11","0","3","3","4","1","11","11","11","10","10","8","8","7","6","5","3","9729219","378588","0","0","9491298","9698795","0","10000000","0","9491298","9639892","9832664","0","0","0","10000000","0","0","0","0"
"ゴーイング マイ ウェイ！","EXHAUST","365","3","169","12","31","47","54","25","167","167","164","157","151","145","138","130","108","78","48","9745428","704417","9729219","9329974","9642369","9777842","9582615","9966414","9984519","9607110","9817240","9640187","9842569","9854464","9956491","9637909","9999160","9998950","0","9994122"
"crazy cinema story","NOVICE","366","1","100","0","19","3","16","62","100","100","99","99","98","98","96","96","90","82","70","9943651","239218","9966269","9976190","9947420","9947330","9969475","10000000","9969577","9966727","9902116","9955555","9987654","9962963","9811508","9968915","10000000","9928571","0","10000000"
"crazy cinema story","ADVANCED","366","2","205","1","91","21","37","55","204","204","203","192","179","160","154","142","117","98","78","9730451","643427","9644313","9542040","9644134","9668066","9707797","9928648","9914699","9617470","9823693","9691886","9795064","9830257","9450778","9947629","10000000","10000000","9785407","9977468"
"crazy cinema story","EXHAUST","366","3","3941","346","1050","1750","704","91","3926","3911","3881","3825","3603","3341","2733","2091","1219","510","227","9699870","510894","9373799","9172040","9410801","9634578","9762762","9778334","9879499","9355118","9582341","9712841","9719251","9804217","9786934","9878329","9860950","9930020","9948967","9893131"
"神となり彼が見た境界線","NOVICE","367","1","85","3","13","1","13","55","85","85","82","81","77","76","72","70","67","63","61","9840737","407220","9958929","9941706","9771643","9777424","9950137","9765501","9583466","9870049","9807234","9792187","9889595","10000000","10000000","9536783","10000000","9996025","0","10000000"
"神となり彼が見た境界線","ADVANCED","367","2","211","36","57","9","56","53","211","211","211","201","184","174","150","136","109","100","76","9765939","313503","9628115","9753699","9729794","9668466","9854734","9814382","9928933","9635845","9752457","9730409","9874262","9734813","9880257","9939085","10000000","9947429","9828660","9972255"
"神となり彼が見た境界線","EXHAUST","367","3","2481","69","562","1337","340","173","2480","2479","2466","2449","2345","2228","2053","1835","1331","816","427","9817108","271031","9411675","9385574","9631956","9763165","9862214","9890046","9947045","9509793","9740751","9818757","9853497","9898260","9907710","9946695","9964907","9978588","9975023","9968037"
"嘘と接吻","NOVICE","368","1","122","3","7","0","32","80","122","122","121","121","121","120","119","118","116","114","108","9971320","143268","9997412","9994824","9991805","9924638","9989805","9996118","9953416","9983548","9990942","9901656","9973545","9997412","9954895","9993592","10000000","10000000","0","10000000"
"嘘と接吻","ADVANCED","368","2","398","130","25","2","162","79","398","398","396","393","390","380","374","366","342","294","183","9920483","208910","9684133","9926159","9931399","9931762","9914014","9863610","9992079","9866754","9939765","9950382","9857243","9955087","9912994","9990542","9938220","9995195","0","10000000"
"嘘と接吻","EXHAUST","368","3","2250","651","262","495","626","216","2241","2239","2230","2220","2184","2145","2054","1932","1542","1029","549","9851938","557007","9378787","9411456","9637023","9792182","9898002","9830657","9949339","9633938","9745012","9858200","9828495","9876081","9942634","9946888","9856590","9971982","9949045","9984960"
"FLYING OUT TO THE SKY","NOVICE","369","1","101","0","16","4","29","52","101","101","101","101","101","99","94","92","85","76","71","9945099","122194","9900474","9875592","9929502","9967148","9982227","9958531","9998683","9904985","9993417","9955272","9966609","9932859","9961762","9916523","10000000","10000000","0","9997630"
"FLYING OUT TO THE SKY","ADVANCED","369","2","242","14","79","40","69","40","240","239","232","220","208","193","177","168","138","109","66","9659335","960368","9529113","8374083","9366896","9743653","9816231","9534825","9894341","9365409","9771631","9710288","9737571","9832246","9764916","9897672","10000000","10000000","8806030","9995925"
"FLYING OUT TO THE SKY","EXHAUST","369","3","3911","262","1052","2131","395","71","3868","3832","3810","3766","3551","3245","2764","2195","1396","596","232","9655342","751797","9572855","9160311","9248285","9445454","9757202","9767783","9927024","9179155","9328306","9555492","9754225","9742613","9829962","9922240","9948459","9956490","9980219","9990981"
"超爽快☆パッショネイト・フィーバー","NOVICE","370","1","79","1","12","1","10","55","79","78","76","76","76","72","71","69","66","66","64","9874024","428948","9954685","9040128","9993160","9724502","9997586","10000000","10000000","9829286","9862441","9704905","9997720","10000000","9954172","9998290","10000000","10000000","0","10000000"
"超爽快☆パッショネイト・フィーバー","ADVANCED","370","2","120","0","39","7","30","44","120","120","120","119","114","110","98","94","81","72","59","9863193","224068","9737418","9875273","9801048","9864332","9928463","9714852","9991584","9790168","9860959","9875144","9985230","9755653","9922958","9958340","10000000","10000000","0","10000000"
"超爽快☆パッショネイト・フィーバー","EXHAUST","370","3","3035","166","716","1668","351","134","3011","3009","2985","2955","2816","2642","2369","2085","1416","745","358","9734541","667035","9169122","9344193","9501700","9711676","9787262","9851621","9882981","9428434","9644493","9772703","9806087","9785721","9837026","9931538","9822676","9962174","9556205","9796271"
"群青硝子のスピカ","NOVICE","371","1","118","2","7","1","9","99","116","116","116","115","115","115","114","113","111","108","107","9877581","787391","9967203","10000000","9999255","9919499","9835420","9987478","9998624","9987271","9883721","9980532","9998509","9507411","9515368","9999441","9991055","10000000","0","10000000"
"群青硝子のスピカ","ADVANCED","371","2","141","29","19","2","45","46","141","141","141","134","128","117","117","105","96","84","60","9809362","329778","9803429","9886667","9747692","9622222","9916267","9742400","9974286","9719200","9778947","9662588","9880615","9949600","9817000","9988500","9976000","9888000","9728000","10000000"
"群青硝子のスピカ","EXHAUST","371","3","2500","41","625","966","699","169","2498","2496","2458","2378","2240","2095","1859","1575","1071","621","323","9738644","372063","9314638","9186628","9474221","9617207","9824867","9854105","9936907","9355168","9613360","9743539","9795200","9843146","9880957","9927626","9929855","9968875","9968324","9980190"
"十六夜桜-Zakura-","NOVICE","372","1","92","0","7","0","13","72","92","92","92","91","91","90","90","89","86","84","79","9969274","143967","9901216","9949341","9996623","9983853","9945897","10000000","9996201","9951975","9975684","9997237","9989868","9846125","10000000","9997237","10000000","10000000","0","10000000"
"十六夜桜-Zakura-","ADVANCED","372","2","112","2","30","1","27","52","112","110","109","105","98","94","88","84","81","76","69","9780066","469365","9709677","9988052","9755077","9625379","9884792","9997760","9921422","9765531","9443972","9765105","9901433","9829749","9936461","9995864","9507168","10000000","0","10000000"
"十六夜桜-Zakura-","EXHAUST","372","3","1381","88","252","330","449","262","1373","1372","1344","1305","1241","1187","1141","1087","900","662","414","9771908","601620","9171594","9261833","9665578","9680084","9833625","9830623","9953573","9465775","9638392","9773191","9748390","9881184","9887318","9952201","9912008","9997532","9998354","9983820"
"Arcadia","NOVICE","373","1","130","1","5","1","10","113","129","129","128","128","128","128","127","127","125","120","118","9929857","537103","9994350","10000000","9990113","9875963","9989741","9042373","9996822","9990873","9963494","9903249","9981991","10000000","9425424","9997009","10000000","10000000","0","10000000"
"Arcadia","ADVANCED","373","2","124","9","20","2","22","71","121","121","119","118","116","111","105","98","94","92","88","9647074","1520554","9662359","9899317","9874451","9878249","9968398","9724524","8034130","9796598","9860637","9984248","9935782","10000000","9881257","9993296","2627986","8950512","0","10000000"
"Arcadia","EXHAUST","373","3","2908","338","120","94","1259","1097","2895","2895","2881","2859","2814","2781","2759","2739","2647","2428","2014","9907264","577893","9702707","9446270","9635647","9918337","9950295","9929245","9948264","9601397","9934685","9919609","9963072","9941848","9956108","9897788","9968153","9996178","9912701","9992739"
"Hoshizora Illumination","NOVICE","374","1","83","0","6","4","16","57","83","83","83","83","83","83","81","78","78","74","70","9973358","81419","9973947","9850557","9933364","9971030","9998800","10000000","9987082","9940617","9993668","9959726","9998914","9997829","9998480","9994934","9958207","10000000","0","10000000"
"Hoshizora Illumination","ADVANCED","374","2","198","3","67","32","51","45","197","196","193","193","180","172","156","146","129","106","78","9795508","431192","9809261","9712056","9793262","9575249","9918111","9903546","9941927","9753900","9664939","9703388","9918085","9691915","9956501","9981844","9782979","9992908","0","10000000"
"Hoshizora Illumination","EXHAUST","374","3","3763","275","916","2043","328","201","3749","3749","3731","3716","3644","3460","3197","2866","2182","1307","654","9813167","542048","9418540","9462020","9615001","9775557","9835009","9887029","9934311","9564080","9738403","9837488","9818199","9870746","9894449","9931402","9893998","9875176","9973810","9993970"
"Hoshizora Illumination","HEAVENLY","374","7","2481","46","658","1662","64","51","2473","2473","2473","2465","2417","2294","2028","1627","1078","442","174","9788751","461288","9677083","8469419","9408536","9591458","9835635","9894572","9932759","9273468","9540316","9687243","9794311","9875175","9913552","9940810","9954793","9815095","9979034","9988863"
"Black Emperor","NOVICE","375","1","160","11","49","5","44","51","160","160","159","153","146","142","132","124","109","90","69","9826693","317355","9938604","9802336","9712863","9867579","9778337","9820586","9895328","9763188","9867924","9848158","9825279","9796496","9759518","9902772","9921383","10000000","0","10000000"
"Black Emperor","ADVANCED","375","2","1084","110","526","153","245","50","1083","1083","1078","1048","964","869","687","585","394","238","113","9709114","313463","9512888","9501334","9647872","9726075","9708040","9794838","9828215","9602069","9697493","9726429","9698990","9787036","9761628","9835170","9784424","9766995","9747783","9927750"
"Black Emperor","EXHAUST","375","3","4243","223","1817","2051","133","19","4233","4230","4196","4134","3772","3138","2060","1292","635","219","76","9616896","437132","9339851","8816462","9176087","9451977","9705727","9770032","9899107","9073587","9395338","9571405","9666234","9749222","9791118","9891990","9927041","9946055","9963857","9980777"
"Black Emperor","GRAVITY","375","6","3633","478","1999","1122","29","5","3632","3632","3604","3540","3327","2782","1500","851","307","102","27","9618177","283929","9408206","9168039","9164649","9382699","9658916","9720700","9852998","8915733","9257892","9503826","9609656","9677892","9759107","9834261","9874939","9902939","9923805","9962458"
"Pure Evil","NOVICE","376","1","82","0","8","0","19","55","82","82","82","82","82","81","79","78","75","72","67","9969188","91909","9985909","0","9993256","9940724","9944158","10000000","9998103","9989462","9951947","9944613","9962064","9963231","9947732","9997155","10000000","10000000","0","10000000"
"Pure Evil","ADVANCED","376","2","917","105","441","165","129","77","913","911","897","850","760","655","523","443","307","221","139","9628239","519356","9456103","9548258","9590059","9604103","9624596","9722232","9770013","9541561","9606715","9682252","9454979","9771866","9692623","9751570","9728299","9993081","9750922","9976168"
